GID1	GID2	EH23_Early_Flower	EH23_Foliage	EH23_Foliage_12light	EH23_Late_Flower	EH23_Roots	EH23_Shoottips
EH23a.chr5.v1.g067920.t1	EH23b.chr5.v1.g055610.t1	C	C	C	C	C	C
EH23a.chr5.v1.g067930.t1	EH23b.chr5.v1.g055600.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068030.t1	EH23b.chr5.v1.g055560.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068040.t1	EH23b.chr5.v1.g055550.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068070.t1	EH23b.chr5.v1.g055540.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068150.t1	EH23b.chr5.v1.g055490.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068160.t1	EH23b.chr5.v1.g055470.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068170.t1	EH23b.chr5.v1.g055460.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068180.t1	EH23b.chr5.v1.g055450.t1	C	C	C	C	C	A
EH23a.chr5.v1.g068190.t1	EH23b.chr5.v1.g055440.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068200.t1	EH23b.chr5.v1.g055430.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068210.t1	EH23b.chr5.v1.g055420.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068280.t1	EH23b.chr5.v1.g055370.t1	C	C	C	A	C	C
EH23a.chr5.v1.g068320.t1	EH23b.chr5.v1.g055360.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068330.t1	EH23b.chr5.v1.g055350.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068340.t1	EH23b.chr5.v1.g055340.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068350.t1	EH23b.chr5.v1.g055330.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068360.t1	EH23b.chr5.v1.g055320.t1	C	C	C	C	C	A
EH23a.chr5.v1.g068370.t1	EH23b.chr5.v1.g055310.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068390.t1	EH23b.chr5.v1.g055300.t1	A	A	A	A	A	A
EH23a.chr5.v1.g068400.t1	EH23b.chr5.v1.g055290.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068440.t1	EH23b.chr5.v1.g055250.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068500.t1	EH23b.chr5.v1.g055220.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068530.t1	EH23b.chr5.v1.g055200.t1	C	A	A	A	A	C
EH23a.chr5.v1.g068540.t1	EH23b.chr5.v1.g055190.t1	C	C	A	C	C	C
EH23a.chr5.v1.g068560.t1	EH23b.chr5.v1.g055180.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068610.t1	EH23b.chr5.v1.g055170.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068630.t1	EH23b.chr5.v1.g055120.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068640.t1	EH23b.chr5.v1.g055100.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068650.t1	EH23b.chr5.v1.g055090.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068660.t1	EH23b.chr5.v1.g055080.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068670.t1	EH23b.chr5.v1.g055060.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068680.t1	EH23b.chr5.v1.g055050.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068760.t1	EH23b.chr5.v1.g055040.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068770.t1	EH23b.chr5.v1.g055030.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068800.t1	EH23b.chr5.v1.g055020.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068840.t1	EH23b.chr5.v1.g054890.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068850.t1	EH23b.chr5.v1.g054870.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068860.t1	EH23b.chr5.v1.g054860.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068870.t1	EH23b.chr5.v1.g054850.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068910.t1	EH23b.chr5.v1.g054770.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068940.t1	EH23b.chr5.v1.g054750.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068950.t1	EH23b.chr5.v1.g054730.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068960.t1	EH23b.chr5.v1.g054720.t1	C	C	C	C	C	C
EH23a.chr5.v1.g068970.t1	EH23b.chr5.v1.g054710.t1	C	C	C	C	A	C
EH23a.chr5.v1.g068980.t1	EH23b.chr5.v1.g054700.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069000.t1	EH23b.chr5.v1.g054690.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069010.t1	EH23b.chr5.v1.g054660.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069030.t3	EH23b.chr5.v1.g054650.t2	C	C	C	C	C	C
EH23a.chr5.v1.g069050.t1	EH23b.chr5.v1.g054630.t1	A	A	A	A	C	A
EH23a.chr5.v1.g069070.t1	EH23b.chr5.v1.g054610.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069080.t1	EH23b.chr5.v1.g054600.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069130.t1	EH23b.chr5.v1.g054510.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069140.t1	EH23b.chr5.v1.g054500.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069150.t1	EH23b.chr5.v1.g054470.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069170.t1	EH23b.chr5.v1.g054420.t1	A	A	A	A	A	A
EH23a.chr5.v1.g069210.t1	EH23b.chr5.v1.g054380.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069220.t1	EH23b.chr5.v1.g054370.t1	A	A	A	A	A	A
EH23a.chr5.v1.g069250.t1	EH23b.chr5.v1.g054310.t1	C	A	C	C	C	A
EH23a.chr5.v1.g069340.t1	EH23b.chr5.v1.g054250.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069350.t1	EH23b.chr5.v1.g054240.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069360.t1	EH23b.chr5.v1.g054220.t1	B	A	C	A	A	A
EH23a.chr5.v1.g069400.t1	EH23b.chr5.v1.g054170.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069430.t1	EH23b.chr5.v1.g054140.t1	A	A	A	A	A	A
EH23a.chr5.v1.g069440.t1	EH23b.chr5.v1.g054130.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069490.t1	EH23b.chr5.v1.g054090.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069500.t1	EH23b.chr5.v1.g054080.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069540.t1	EH23b.chr5.v1.g054040.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069600.t1	EH23b.chr5.v1.g054030.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069610.t1	EH23b.chr5.v1.g054020.t1	C	C	C	A	C	C
EH23a.chr5.v1.g069630.t1	EH23b.chr5.v1.g054000.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069640.t1	EH23b.chr5.v1.g053990.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069660.t1	EH23b.chr5.v1.g053970.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069730.t1	EH23b.chr5.v1.g053940.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069740.t1	EH23b.chr5.v1.g053930.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069750.t1	EH23b.chr5.v1.g053920.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069810.t1	EH23b.chr5.v1.g053900.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069830.t1	EH23b.chr5.v1.g053880.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069860.t1	EH23b.chr5.v1.g053860.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069910.t2	EH23b.chr5.v1.g053810.t2	C	C	C	C	C	C
EH23a.chr5.v1.g069920.t1	EH23b.chr5.v1.g053800.t1	C	C	C	C	C	C
EH23a.chr5.v1.g069930.t1	EH23b.chr5.v1.g053790.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070040.t1	EH23b.chr5.v1.g053740.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070050.t1	EH23b.chr5.v1.g053720.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070060.t1	EH23b.chr5.v1.g053710.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070180.t1	EH23b.chr5.v1.g053660.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070200.t1	EH23b.chr5.v1.g053620.t1	A	A	A	A	C	A
EH23a.chr5.v1.g070240.t1	EH23b.chr5.v1.g053600.t1	A	A	C	A	C	A
EH23a.chr5.v1.g070250.t1	EH23b.chr5.v1.g053610.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070280.t1	EH23b.chr5.v1.g053570.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070290.t1	EH23b.chr5.v1.g053540.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070300.t1	EH23b.chr5.v1.g053470.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070310.t1	EH23b.chr5.v1.g053460.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070320.t1	EH23b.chr5.v1.g053430.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070330.t1	EH23b.chr5.v1.g053420.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070330.t2	EH23b.chr5.v1.g053420.t2	C	C	C	C	C	C
EH23a.chr5.v1.g070380.t1	EH23b.chr5.v1.g053360.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070420.t1	EH23b.chr5.v1.g053350.t2	C	C	C	C	C	C
EH23a.chr5.v1.g070540.t1	EH23b.chr5.v1.g053270.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070550.t1	EH23b.chr5.v1.g053260.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070570.t1	EH23b.chr5.v1.g053210.t1	C	A	A	A	A	A
EH23a.chr5.v1.g070580.t1	EH23b.chr5.v1.g053200.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070590.t1	EH23b.chr5.v1.g053190.t1	A	A	A	A	A	A
EH23a.chr5.v1.g070610.t1	EH23b.chr5.v1.g053170.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070620.t1	EH23b.chr5.v1.g053160.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070650.t1	EH23b.chr5.v1.g053130.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070690.t1	EH23b.chr5.v1.g053090.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070720.t1	EH23b.chr5.v1.g053070.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070730.t1	EH23b.chr5.v1.g053050.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070780.t1	EH23b.chr5.v1.g053020.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070810.t1	EH23b.chr5.v1.g052990.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070850.t1	EH23b.chr5.v1.g052910.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070860.t1	EH23b.chr5.v1.g052890.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070870.t1	EH23b.chr5.v1.g052880.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070950.t1	EH23b.chr5.v1.g052770.t1	C	C	C	C	C	C
EH23a.chr5.v1.g070970.t1	EH23b.chr5.v1.g052760.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071000.t1	EH23b.chr5.v1.g052750.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071010.t1	EH23b.chr5.v1.g052740.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071020.t2	EH23b.chr5.v1.g052730.t2	C	C	C	C	C	C
EH23a.chr5.v1.g071040.t1	EH23b.chr5.v1.g052720.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071060.t1	EH23b.chr5.v1.g052670.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071070.t1	EH23b.chr5.v1.g052650.t1	C	A	C	B	C	C
EH23a.chr5.v1.g071090.t1	EH23b.chr5.v1.g052630.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071120.t1	EH23b.chr5.v1.g052610.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071130.t1	EH23b.chr5.v1.g052600.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071140.t1	EH23b.chr5.v1.g052590.t1	C	C	A	A	C	C
EH23a.chr5.v1.g071150.t1	EH23b.chr5.v1.g052580.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071220.t1	EH23b.chr5.v1.g052570.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071240.t1	EH23b.chr5.v1.g052480.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071250.t1	EH23b.chr5.v1.g052460.t1	A	C	C	C	B	C
EH23a.chr5.v1.g071320.t1	EH23b.chr5.v1.g052330.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071340.t1	EH23b.chr5.v1.g052290.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071350.t1	EH23b.chr5.v1.g052280.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071360.t1	EH23b.chr5.v1.g052270.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071370.t1	EH23b.chr5.v1.g052250.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071380.t1	EH23b.chr5.v1.g052240.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071450.t1	EH23b.chr5.v1.g052230.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071560.t1	EH23b.chr5.v1.g052220.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071570.t1	EH23b.chr5.v1.g052210.t1	C	A	C	C	C	C
EH23a.chr5.v1.g071680.t1	EH23b.chr5.v1.g052120.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071680.t2	EH23b.chr5.v1.g052120.t2	A	C	C	A	C	A
EH23a.chr5.v1.g071690.t1	EH23b.chr5.v1.g052110.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071700.t1	EH23b.chr5.v1.g052100.t1	C	A	C	A	C	C
EH23a.chr5.v1.g071770.t1	EH23b.chr5.v1.g052030.t1	C	C	C	A	C	C
EH23a.chr5.v1.g071790.t1	EH23b.chr5.v1.g052000.t1	C	C	A	C	C	C
EH23a.chr5.v1.g071800.t1	EH23b.chr5.v1.g051980.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071810.t1	EH23b.chr5.v1.g051970.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071820.t1	EH23b.chr5.v1.g051960.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071830.t1	EH23b.chr5.v1.g051940.t1	A	A	A	A	A	A
EH23a.chr5.v1.g071840.t1	EH23b.chr5.v1.g051930.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071850.t1	EH23b.chr5.v1.g051920.t1	C	B	C	A	B	A
EH23a.chr5.v1.g071860.t1	EH23b.chr5.v1.g051910.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071870.t1	EH23b.chr5.v1.g051900.t1	B	B	B	B	A	B
EH23a.chr5.v1.g071880.t1	EH23b.chr5.v1.g051890.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071940.t1	EH23b.chr5.v1.g051870.t1	C	C	C	C	C	C
EH23a.chr5.v1.g071970.t1	EH23b.chr5.v1.g051840.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072000.t1	EH23b.chr5.v1.g051830.t1	B	C	C	C	B	B
EH23a.chr5.v1.g072010.t1	EH23b.chr5.v1.g051820.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072040.t1	EH23b.chr5.v1.g051810.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072060.t1	EH23b.chr5.v1.g051790.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072090.t1	EH23b.chr5.v1.g051770.t1	C	B	C	B	B	C
EH23a.chr5.v1.g072130.t1	EH23b.chr5.v1.g051760.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072160.t1	EH23b.chr5.v1.g051730.t1	B	C	C	B	C	C
EH23a.chr5.v1.g072170.t1	EH23b.chr5.v1.g051720.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072190.t1	EH23b.chr5.v1.g051710.t1	B	C	B	C	C	C
EH23a.chr5.v1.g072230.t1	EH23b.chr5.v1.g051700.t1	C	C	C	C	A	C
EH23a.chr5.v1.g072240.t2	EH23b.chr5.v1.g051660.t2	C	C	C	C	C	C
EH23a.chr5.v1.g072240.t4	EH23b.chr5.v1.g051660.t3	C	C	C	C	C	C
EH23a.chr5.v1.g072250.t1	EH23b.chr5.v1.g051650.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072260.t1	EH23b.chr5.v1.g051630.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072270.t1	EH23b.chr5.v1.g051610.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072280.t1	EH23b.chr5.v1.g051600.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072290.t1	EH23b.chr5.v1.g051590.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072340.t1	EH23b.chr5.v1.g051550.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072350.t1	EH23b.chr5.v1.g051540.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072370.t1	EH23b.chr5.v1.g051520.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072380.t1	EH23b.chr5.v1.g051510.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072380.t2	EH23b.chr5.v1.g051510.t2	C	C	C	C	C	C
EH23a.chr5.v1.g072400.t1	EH23b.chr5.v1.g051490.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072430.t1	EH23b.chr5.v1.g051460.t1	C	C	C	C	C	A
EH23a.chr5.v1.g072450.t1	EH23b.chr5.v1.g051440.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072460.t1	EH23b.chr5.v1.g051420.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072460.t2	EH23b.chr5.v1.g051420.t2	C	C	C	C	C	C
EH23a.chr5.v1.g072470.t1	EH23b.chr5.v1.g051410.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072480.t1	EH23b.chr5.v1.g051400.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072490.t1	EH23b.chr5.v1.g051390.t1	A	A	A	A	C	A
EH23a.chr5.v1.g072500.t1	EH23b.chr5.v1.g051380.t1	A	A	A	C	C	A
EH23a.chr5.v1.g072510.t1	EH23b.chr5.v1.g051370.t1	C	A	C	C	C	A
EH23a.chr5.v1.g072520.t1	EH23b.chr5.v1.g051360.t1	C	C	C	C	C	A
EH23a.chr5.v1.g072550.t1	EH23b.chr5.v1.g051270.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072560.t1	EH23b.chr5.v1.g051260.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072570.t1	EH23b.chr5.v1.g051250.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072650.t1	EH23b.chr5.v1.g051190.t1	C	C	C	A	A	C
EH23a.chr5.v1.g072660.t1	EH23b.chr5.v1.g051180.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072670.t1	EH23b.chr5.v1.g051160.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072680.t1	EH23b.chr5.v1.g051150.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072690.t1	EH23b.chr5.v1.g051140.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072700.t1	EH23b.chr5.v1.g051130.t1	C	A	C	C	C	A
EH23a.chr5.v1.g072720.t1	EH23b.chr5.v1.g051090.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072730.t1	EH23b.chr5.v1.g051080.t1	A	A	A	A	A	A
EH23a.chr5.v1.g072770.t1	EH23b.chr5.v1.g051070.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072780.t1	EH23b.chr5.v1.g051060.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072790.t1	EH23b.chr5.v1.g051050.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072800.t1	EH23b.chr5.v1.g051040.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072830.t1	EH23b.chr5.v1.g051030.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072910.t1	EH23b.chr5.v1.g051000.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072920.t1	EH23b.chr5.v1.g050990.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072930.t1	EH23b.chr5.v1.g050980.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072940.t1	EH23b.chr5.v1.g050970.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072950.t1	EH23b.chr5.v1.g050960.t1	C	C	C	A	C	C
EH23a.chr5.v1.g072960.t1	EH23b.chr5.v1.g050950.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072970.t1	EH23b.chr5.v1.g050940.t1	C	C	C	C	C	C
EH23a.chr5.v1.g072980.t1	EH23b.chr5.v1.g050930.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073000.t1	EH23b.chr5.v1.g050910.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073010.t1	EH23b.chr5.v1.g050900.t1	A	C	C	B	C	C
EH23a.chr5.v1.g073040.t1	EH23b.chr5.v1.g050880.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073060.t1	EH23b.chr5.v1.g050800.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073090.t1	EH23b.chr5.v1.g050760.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073110.t1	EH23b.chr5.v1.g050720.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073150.t1	EH23b.chr5.v1.g050710.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073190.t1	EH23b.chr5.v1.g050690.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073210.t1	EH23b.chr5.v1.g050670.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073350.t1	EH23b.chr5.v1.g050640.t1	C	C	C	C	C	B
EH23a.chr5.v1.g073360.t1	EH23b.chr5.v1.g050630.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073370.t1	EH23b.chr5.v1.g050620.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073380.t1	EH23b.chr5.v1.g050590.t1	A	A	A	A	A	A
EH23a.chr5.v1.g073390.t1	EH23b.chr5.v1.g050580.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073400.t1	EH23b.chr5.v1.g050570.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073420.t1	EH23b.chr5.v1.g050520.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073450.t1	EH23b.chr5.v1.g050510.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073460.t1	EH23b.chr5.v1.g050500.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073500.t1	EH23b.chr5.v1.g050480.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073510.t1	EH23b.chr5.v1.g050470.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073520.t1	EH23b.chr5.v1.g050450.t1	C	C	C	B	C	C
EH23a.chr5.v1.g073530.t1	EH23b.chr5.v1.g050440.t1	B	C	C	B	C	B
EH23a.chr5.v1.g073540.t1	EH23b.chr5.v1.g050430.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073590.t1	EH23b.chr5.v1.g050410.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073640.t1	EH23b.chr5.v1.g050390.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073650.t1	EH23b.chr5.v1.g050380.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073660.t1	EH23b.chr5.v1.g050370.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073670.t1	EH23b.chr5.v1.g050360.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073680.t1	EH23b.chr5.v1.g050350.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073690.t1	EH23b.chr5.v1.g050340.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073730.t1	EH23b.chr5.v1.g050290.t1	A	B	C	A	A	C
EH23a.chr5.v1.g073740.t1	EH23b.chr5.v1.g050280.t1	C	B	C	C	C	C
EH23a.chr5.v1.g073750.t1	EH23b.chr5.v1.g050270.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073760.t1	EH23b.chr5.v1.g050260.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073770.t1	EH23b.chr5.v1.g050250.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073830.t1	EH23b.chr5.v1.g050200.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073860.t1	EH23b.chr5.v1.g050170.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073870.t1	EH23b.chr5.v1.g050160.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073880.t1	EH23b.chr5.v1.g050150.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073890.t1	EH23b.chr5.v1.g050140.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073920.t1	EH23b.chr5.v1.g050120.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073930.t1	EH23b.chr5.v1.g050110.t1	C	C	C	C	C	C
EH23a.chr5.v1.g073960.t1	EH23b.chr5.v1.g050090.t1	B	B	C	C	C	B
EH23a.chr5.v1.g074000.t1	EH23b.chr5.v1.g050080.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074010.t1	EH23b.chr5.v1.g050070.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074030.t1	EH23b.chr5.v1.g050050.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074040.t1	EH23b.chr5.v1.g049980.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074080.t1	EH23b.chr5.v1.g049950.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074090.t1	EH23b.chr5.v1.g049940.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074160.t1	EH23b.chr5.v1.g049900.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074170.t1	EH23b.chr5.v1.g049870.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074180.t1	EH23b.chr5.v1.g049840.t1	C	C	C	C	A	C
EH23a.chr5.v1.g074190.t1	EH23b.chr5.v1.g049830.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074300.t1	EH23b.chr5.v1.g049810.t1	C	C	C	C	B	C
EH23a.chr5.v1.g074340.t1	EH23b.chr5.v1.g049790.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074350.t1	EH23b.chr5.v1.g049780.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074370.t1	EH23b.chr5.v1.g049730.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074380.t1	EH23b.chr5.v1.g049680.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074480.t1	EH23b.chr5.v1.g049590.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074500.t1	EH23b.chr5.v1.g049570.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074510.t2	EH23b.chr5.v1.g049560.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074530.t1	EH23b.chr5.v1.g049540.t1	C	C	C	C	C	C
EH23a.chr5.v1.g074530.t2	EH23b.chr5.v1.g049540.t2	C	C	C	C	C	C
EH23a.chr5.v1.g074530.t3	EH23b.chr5.v1.g049540.t3	C	C	C	C	C	C
EH23a.chr5.v1.g074530.t4	EH23b.chr5.v1.g049540.t4	C	C	C	C	C	C
